Department - 4,,
,,
Account Code,Account Title,Status
2815,Gawad Kalinga,A
2816,Happy Feet Clinic (HFC),A
2817,DOT.Org (Refer to 3049),D
2818,International Society for Pharmaceutical Engineering (ISPE),A
2819,Jewish Awareness Movement,A
2820,Latino/a Pre-Law Society,A
2821,"mCube: Media, Marketing and Management",A
2822,Mixed Student Union,A
2823,Moneythink,A
2824,New Cancer Mentality,A
2825,Rocket Project at UCLA,A
2826,Social Awareness Network for Activism through Art (SANAA),A
2827,Refer to Dept. Code 2443,D
2828,Alpha Omega (formerly Simple Truth),A
2829,Women's Pre-Law Association (WPLA),A
2830,Road to Damascus,A
2831,Fitness Improvement Training Thru Exercise & Diet (FITTED),A
2832,School on Wheels at UCLA,A
2833,Advancing Careers in Engineering and Sciences (ACES),A
2834,Medleys A Cappella,A
2835,Middle East Pease Coalition,A
2836,"Olive Tree Initiative at UCLA, The",A
2837,J Street U,A
2838,Synthesis Dance Theater at UCLA,A
2839,Turkish Cultural Club,A
2840,Shakespeare Company at UCLA,A
2841,Health Outreach and Pre Medical Experience (HOPE) at UCLA,A
2842,Volunteer China,A
2843,Blue Butter Yum Yum,A
2844,Alpha Chi Omega,A
2845,Health for the Homeless,A
2846,Korea Campus Crusade for Christ,A
2847,Los Angeles International Voluteer Expeditions,A
2848,"Medical, Educational Mission and Outreach (MEMO)",A
2849,OutWrite,A
2850,Phi Sigma Theta,A
2851,Photography Club at UCLA,A
2852,Project 1,A
2853,Red Panda Cooperative,A
2854,SuperMileage Vehicle,A
2855,Soka Gakkai International at UCLA,A
2856,Student Members of the American Chemical Society,A
2857,Student Poverty Reduction Outreach - SPROUT,A
2858,Surgical Friends Foundation at UCLA,A
2859,Theta Delta Chi Fraternity,A
2860,Undergraduate Anthropological Association,A
2861,Undergraduate Journal Economics,A
2862,Art Shaped Box,A
2863,Asian Pacific Islander Undergraduate Association,A
2864,Bruin Advertising and Marketing Team,A
2865,Bruin Hearts for Autism Awareness,A
2866,Bruin Toastmasters,A
2867,Bruins in Focus,A
2868,Refer to Dept Code 2605 B.R.I.T.E.,D
2869,buildOn,A
2870,Cadenza A Cappella,A
2871,Chi Epsilon at UCLA (Civil Engineering Honors Society),A
2872,Cognitive Sci. Student Assn. (CSSA) @ UCLA,A
2873,Collaboration in Undergraduate Research Enrichment,A
2874,Community Outreach Through the Arts At UCLA,A
2875,Delta Nu Colony Kappa Sigma,A
2876,General Relief Advocacy Project (GRAP) at UCLA,A
2877,Bruin LIGHTS (Leaders Inspiring Growth & Hope through Stage),A
2878,Random Acts of Kindness @ UCLA (RAK),A
2879,Students for Retention,A
2880,2012 D\MA Undergraduate Exhibition Committee,A
2881,Street Dance Collective (SDC),A
2882,"American Medical Women's Association, Undergraduate Division",A
2883,American Society of Mechanical Engineers (ASME),A
2884,The Bruin Group (formerly BGreen Consulting),A
2885,TASA-Taiwanese American Student Association,A
2886,Choral Excellence Association at UCLA,A
2887,Design for a Better Future (Use Dept Code 2781),D
2888,Environmental Political Theory and Practice,A
2889,Institute of Transportation Engineers,A
2890,Internet RandomoSPity Club,A
2891,Jewish Leadership Council at UCLA,A
2892,Jewish Learning Initiative on Campus,A
2893,Liberty in North Korea (LINK) @ UCLA,A
2894,Magic and Illusion Student Team (MIST),A
2895,Meat Education and Appreciation Team,A
2896,Medication Assistance Program,A
2897,Mentor Empowering & Nurturing Thru Education (MENTE) at UCLA,A
2898,Refer to Dept Code 2252 - WILD,D
2899,RISE!,A
2900,Student Food Collective at UCLA,A
2901,"Green Initiative Fund, The",A
2902,"Green Initiative Fund Return to Aid, The",A
2905,Students for Access,A
2906,MEChA de UCLA Raza Graduation (Not MEChA),A
2907,"Veritas Forum @ UCLA, The",A
2908,Grupo Estudiantil Oaxaqueno (formerly Naa Rinie Xcaanda),A
2909,Nu Alpha Kappa Frat. (Use 2391),D
2910,Alumni Scholars Club (ASC),A
2911,Hindu-Urdu Log (Refer to 3005),D
2912,Deviant Voices A Cappella,A
2913,Epsilon Alpha Sigma Sorority,A
2914,Alpha Delta Chi Sorority,A
2915,Bruins Public Health Club (BPHC),A
2916,Chuckle Time Comedy Magazine,A
2917,Formula SAE,A
2918,Ha'am: UCLA Jewish News-Magazine,A
2919,Hands On Sign Language Club,A
2920,Nerdfighters at UCLA,A
2921,Phi Sigma Pi,A
2922,SPILL: Supporting Peers in Laidback Listening,A
2923,MEDLIFE at UCLA,A
2924,Creative Minds,A
2925,Adelante Tutorial Program (ATP),A
2926,Al-Talib Newsmagazine,A
2927,Art Science Undergraduate Society (ASUS),A
2928,Bicycle Coalition at UCLA,A
2929,Bruin Geological Survey (BGS),A
2930,Bruin Scouts,A
2931,Bruins for Ronald McDonald House Charities (B4RMHC),A
2932,Climatepedia,A
2933,Community Health Advocacy Mentoring Program (CHAMP),A
2934,Compassion International at UCLA,A
2935,Disney Club,A
2936,Electronic Dance Music Club (EDMC),A
2937,Engineering Ambassador Program (EAP),A
2938,Feed One,A
2939,Greek Crossing at UCLA,A
2940,Hammer Student Association (HSA),A
2941,Heal LA,A
2942,LA Stop the Traffik (LAST),A
2943,Persian Community at Hillel (PCH),A
2944,Synthetic Biology Club (SBC),A
2945,Zeta Phi Beta Sorority,A
2946,WishMakers,A
2947,California Association of Freirian Educators (CAFE),A
2948,ICARUS Contemporary Dance Company,A
2949,Student Committee for the Arts (SCA),A
2950,Understanding New Identities Through Education (UNITE),A
2951,Alliance through Intergroup Dialogue (AID),A
2952,Pi Sigma Alpha (PSA),A
2953,Beta Theta Tau,A
2954,Research & Ed: Neuro. Offering Understanding/Sol.  (RENOUS),A
2955,Access Granted,A
2956,AweChords A Cappella,A
2957,Sigma Alpha Pi: National Society of Leadership and Success,A
2958,Salsa Society at UCLA,A
2959,Homecoming at UCLA,A
2960,Harambee Council,A
2961,Building Engineers & Mentors (BEAM),A
2962,SouLA A Cappella,A
2963,Bhagat Puran Singh Health Initiative (BPG),A
2964,CampMed at UCLA,A
2965,Los Angeles Student Educational Outreach (LASEO),A
2966,Medical Experience through Service in Healthcare (MESH),A
2967,Achievement Scholars Club (ASC),A
2968,Alpha Tau Delta - Gamma Chapter (ATD),A
2969,ASCEND at UCLA Chapter (ASCEND),A
2970,Bad Art Zine Collective,A
2971,Bruin Duelists' Association (BDA),A
2972,Bruin Freestyle Soccer Academy,A
2973,Bruin Real Estate Association (BREA),A
2974,Bruin Venture Capital Coalition,A
2975,California Geoprofessionals Association at UCLA (CGA),A
2976,Ecology and Evolutionary Biology Undergraduate Assn. (EEBUA),A
2977,"Health, Education, Advocacy and Lifestyle",A
2978,Innergy,A
2979,International Student Film Association (ISFA),A
2980,League of Legends at UCLA,A
2981,Maternal Infant Health (MIH),A
2982,PANGAEA,A
2983,Stamps Scholars Society at UCLA,A
2984,Student Coalition Against Labor Exploitation,A
2985,Student Space Development Laboratory (SSDL),A
2986,Student Submitters United (SSU),A
2987,Transcultural Dental Club (TDC),A
2988,Undergraduate Student Research Coalition (USRC),A
2989,Epic Movement (a ministry of Campus Crusade for Christ),A
2990,United Korean Voice (UKV),A
2991,Distinguised Brotherhood of Arabs (DBA),A
2992,Mental Health Initiative (MHI),A
2993,Shenanigans Comedy Club,A
2994,Courage Club at UCLA,A
2995,Aleph Undergraduate Research Journal (AURJ),A
2996,Latinx Film and Theatre Association (Night of Cultura),A
2997,We Speak English Project,A
2998,Bruin Amateur Radio Club,A
2999,Korean Athletic Network (KAN),A
3000,Acts2Fellowship,A
3001,Student Interaction Fund,A
3002,Splash at UCLA (Splash!),A
3003,Cooking & Baking Club (CBC),A
3004,Central Valley Project at UCLA (CVP),A
3005,Hindu-Urdu Log (H-U),A
3006,College Motivation for Native Youth Coalition (CMNY),A
3007,INVEST,A
3008,Reflections @ UCLA (Reflections),A
3009,Activity Books for Children (ABC),A
3010,CFAN Chinese Theatre Group (CCTG),A
3011,Transgender UCLA Pride ( Trans UP),A
3012,Furnish the Homeless (FTH),A
3013,Peer Advancement Community for Teens (PACT),A
3014,Bruins Movin' (BM),A
3015,Black Bruin Transfer Success (BBTS),A
3016,Bronies@UCLA,A
3017,Bruin Entrepreneurs,A
3018,Bruin Mentors,A
3019,CARE Speak Out and Support Coalition at UCLA (CARE SOSC),A
3020,Christian Students,A
3021,Cognitive Sci.Stdnt Assn. (CSSA) - Refer to 2872,D
3022,Cotsen Archaeology Association (CAA),A
3023,Emergency Medicine Research Associates (EMRA),A
3024,Fantasy Sports Club at UCLA (FSC),A
3025,Flying Samaritans at UCLA,A
3026,Heart of Los Angeles (HOLA) Project at UCLA,A
3027,INDUS at UCLA,A
3028,International Student Advisory Council (ISAC),A
3029,International Youth Fellowship (IYF),A
3030,K-Pop International Student Association (KINSA),A
3031,Light of Life Campus Ministries,A
3032,Make Money Work for YOU,A
3033,Medical Friends at UCLA,A
3034,MENTE (use Dept. Code 2897),D
3035,Nashaa Hindi Film Dance Team at UCLA (NHFDT),A
3036,OX Value Investing,A
3037,Persian Community at Hillel (Use Dept Code 2943),D
3038,Satyr,A
3039,Society of Asian Scientists and Engineers (SASE),A
3040,STEM Transfer Community,A
3041,Students United for America's Toothfairy at UCLA (SUAT),A
3042,Theta Tau at UCLA,A
3043,Traditional Persian Music Ensemble (TPME),A
3044,UCLAradio.com (UCLA Radio),A
3045,Undergraduate Astronomical Society (UAS),A
3046,Undergraduate Investment Society (UIS),A
3047,World Music and Movement Festival Organization (WMMFO),A
3048,International Business Club (IBC),A
3049,Donation of Tissues & Organs (DotOrg),A
3050,iVolunteer,A
3051,Operation Mend Undergraduate Association (OMUA),A
3052,Women in the Physical Sciences (WPS),A
3053,Funktion,A
3054,Bruin Libertarians (BL),A
3055,Hispanic Scholarship Fund (HSF),A
3056,Org of African Amrcn Studnts Excelling in STEM (OASES),A
3057,Beta Delta Alpha Fraternity (BDAF),A
3058,Korean-American Campus Mission (KCM),A
3059,Korean Job Search,A
3060,Allied Generations Investing in Next Gen (AGING) Club,A
3061,ALPFA @ UCLA,A
3062,Arab American Assn of Engineers & Architects,A
3063,Bioethics Brigades,A
3064,Blisss & Wisdom Internat'l at UCLA,A
3065,Bruin Allies for Duchenne,A
3066,Bruin Origami Society (BOS),A
3067,Caribbean Student's Assn (CSA),A
3068,Collaborative Game Development(CGD),A
3069,DiaBeaters at UCLA,A
3070,Dig: the Campus Garden Coalition at UCLA,A
3071,Environmental Student Network (ESN),A
3072,EuroBruins,A
3073,Japan-America Language & Culture Club,A
3074,Korean Intervarsity Christian Fellowship,A
3075,Korean-American Missions Health Council @ UCLA,A
3076,Marine Life Preservation Society,A
3077,Non-Traditional Students Network,A
3078,oSTEM at UCLA,A
3079,Renewable Energy Association at UCLA,A
3080,Resonance A Cappella,A
3081,SMC to UCLA Network,A
3082,Society of Imperial Valley Bruins at UCLA,A
3083,Summit of Thinkers Aiming for Modern Progress UCLA China For,A
3084,Taara at UCLA,A
3085,Undergraduate Mathematics Student Assn (UMSA),A
3086,Youth Movement Against Alzheimer's,A
3087,"Westwood Enabler, The",A
3088,Kappa Kappa Gamma (KKG),A
3089,AB540 Project,A
3090,BiochemASE,A
3091,Santa Monica Onnuri Church (SMOC),A
3092,Boys in Blue (BiB),A
3093,Taiwanese Culture Night (TCN),A
3094,Measuring to Achieve Patient Safety (MAPS) @UCLA,A
3095,Armenian Dance Group at UCLA (ADG),A
3096,Autism Speaks U,A
3097,3D4E (formerly Avengineering),A
3098,Bearing Witness,A
3099,Bangali Student Association (BSA),A
3100,Beyond the Bruin,A
3101,Book Club at UCLA,A
3102,Bruin App Builders (BAB),A
3103,Bruin Asset Management (BAM),A
3104,Bruin Film Society (BFS),A
3105,Bruin Medical Entrepreneurs (BME),A
3106,Business Transfer Network at UCLA,A
3107,Choral Lab at UCLA,A
3108,"Delta Epsilon Mu, Chi Chapter at UCLA",A
3109,Augment (formerly E-Sports Association) at UCLA,A
3110,Edubase at UCLA,A
3111,Go Club at UCLA,A
3112,No-Kill Initiative at UCLA,A
3113,On That Note A Capella,A
3114,Science & Food at UCLA,A
3115,Society of Petroleum Engineers at UCLA,A
3116,Spoon University at UCLA,A
3117,The National Society of Empowered Youth,A
3118,The Paper Mixtape Magazine (formerly Anjealous Mag),A
3119,USGBC Students at UCLA,A
3120,Armenians for Health Advancement,A
3121,Project Health (PH),A
3122,"Bruin Experiment (The), BE",A
3123,Latina/o Transfer Empowerment (LTE),A
3124,Sister2Sister,A
3125,Malaysian Student Association (MSA),A
3126,Prism,A
3127,Beauty & Cosmetics @ UCLA,A
3128,Nat'l Alliance on Mental Illness (NAMI) @ UCLA,A
3129,Leadership Education Algebraic Development (LEAD),A
3130,Society Physical & Occupational Therapy Club (SPOT),A
3131,Connecting Californians to Care Undergrads (frmly HIPPO),A
3132,3D4E (Refer to 3097),D
3133,Dota 2 @ UCLA,A
3134,Coastalong (Formerly E3's Ecochella(not same as Code 2495)),A
3135,Fossil Free at UCLA,A
3136,Foundations Choreography (FC),A
3137,Global Business Connection at UCLA,A
3138,"Hide and Seek Club, The",A
3139,Morning Sign Out at UCLA,A
3140,Pacific Ties Newsmagazine,A
3141,Student Supporting Israel at UCLA,A
3142,TAMID Group at UCLA,A
3143,United Nations Assoication at UCLA,A
3144,Literacy Council at UCLA,A
3145,Delta Kappa Alpha-Delta Chapter,A
3146,Phi Beta Sigma Fraternity,A
3147,BCC: Bruin Consent Coalition,A
3148,Bruin Political Union (BPU),A
3149,MEChA de UCLA (Refer to Dept Code 2241),D
3150,Asian American Christian Fellowship,A
3151,Swipe Out Hunger (Refer to Dept 2773),D
3152,Pacific Islanders for H.E.A.L.T.H,A
3153,One-to-One,A
3154,JANRAH at UCLA,A
3155,Bruin Staters: Girls State Alumnae and Friends,A
3156,Music Collective @ UCLA,A
3157,Tau Sigma National Honor Society for Transfer Students,A
3158,Alliance Jamaican & American Humanitarians Volunteer Svc,A
3159,AVID @ UCLA (formerly AVID Alumni Association),A
3160,Bruin Investment Banking,A
3161,Comparative Healthcare International Program,A
3162,EmpowHER at UCLA,A
3163,Indulge in Design (InDe),A
3164,Lavender Health Alliance,A
3165,Minority Association of Pre-Health Students,A
3166,Shot@Life at UCLA,A
3167,Sigma Tau Delta,A
3168,MLS: Medical Literature Society,A
3169,Rivals In Harmony,A
3170,Sports Medicine Club (SMC),A
3171,Game Music Ensemble (GME),A
3172,Breathe Los Angeles (Breathe LA),A
3173,Undergraduate Theater Council (UTC),A
3174,Chinese Business Society (CBS),A
3175,Project Concern International (PCI),A
3176,InnoWorks @ UCLA,A
3177,Fearless,A
3178,Asia Development Forum (ADF),A
3179,Reform Education Diminish Incarceration (REDI),A
3180,Undergraduate Food Network (UFN),A
3181,Assn. of Students in Economics & Commercial Sci. (AIESEC),A
3182,Bruin Investment and Trading Group (BITG),A
3183,Bruin Spacecraft Group (BSG),A
3184,Diamond Way Buddhism Meditation Group (DWBMG),A
3185,Rapid Fire Improv (RFI),A
3186,The American Association of University Women at UCLA,A
3187,Hyperloop Club at UCLA,A
3188,Student Veterans of America @ UCLA (SVAUCLA),A
3189,Music Industry Committee (MIC) @ UCLA,A
3190,Three Day StartUp at UCLA (3DS @UCLA),A
3191,A Common Thread (ACT),A
3192,Assessing Residents' CI-CARE Medical Program (ARC Medical),A
3193,Chinese Literature and Art Creation Association (CLACA),A
3194,Clinical Dental Outreach (CDO),A
3195,Kids in Nutrition (KIN),A
3196,LA Hacks,A
3197,Materials Research Society (MRS),A
3198,Message in a Melody (MIM),A
3199,"Quale at UCLA, The (The Quale)",A
3200,Science Speaks at ucla (SS@UCLA),A
3201,Men for Higher Education,A
3202,Students for Haiti Solidarity at UCLA (Haiti Club),A
3203,The California Geotechnical Engineering Association at UCLA,A
3204,Youth of the United States (YOTUS),A
3205,Project Brainstorm,A
3206,Bringer of Hope Foundation (BHF),A
3207,"Facing Project at UCLA, The (FP)",A
3208,Juvenile Diabetes Research Foundation (JDRF),A
3209,Qscholars of UCLA (QS),A
3210,VIPS Scholars,A
3211,Justice Work Group,A
3212,BruinCare,A
3213,Atlas Exhibition Team,A
3214,Public Health Initiative-Leaders of Tomorrow (PILOT),A
3215,Bruin Home Solutions (BHS),A
3216,Bruin Games @ UCLA,A
3217,Undergraduate Science Journal,A
3218,Apparel Industry Careers (AIC),A
3219,"Academic, Mentorship & Professional Development Prj (AMPD)",A
3220,Bruin Engineering Network (BEN),A
3221,Bruin Newsroom (BN),A
3222,Bruin Political Union (BPU) Refer to Dept# 3148,D
3223,Falun Dafa (FD),A
3224,FIFA Club @ UCLA,A
3225,Global Health Coalition (GHC),A
3226,Global Initiative for Transformation (GIFT),A
3227,iKNITiative,A
3228,Pitch Please A Capella (PPAC),A
3229,Society for Physical and Occupational Therapy Club (SPOTC),A
3230,Underground Scholars Initiative (USI),A
3231,Saving Hearts Foundation (SHF),A
3232,Awaken A Cappella,A
3233,Human Resources Management (HRM),A
3234,Bruins for Reproductive Justice,A
3235,East African Student Association,A
3236,Color Box Production (CBP),A
3237,Community College to PhD Assn. (CC2PhD),A
3238,Driftwood Seminar at UCLA,A
3239,Fem Newsmagazine,A
3240,Persian Medical Association (PMA),A
3241,She's the First at UCLA,A
3242,The Liver Project (TLP),A
3243,Stong Women Against Trafficking (SWAT),A
3244,Undergraduate Economics Society (UES),A
3245,University Culture & Life Abroad (UCLA),A
3246,Bruin Value Investing (BVI),A
3247,VDay Coalition,A
3248,Singapore Students Association (SSA),A
3249,Companion Care,A
3250,Men's Collective,A
3251,Naya Zamaana,A
3252,American Association of University Women,A
3253,Campus Curlz,A
3254,Game Music Ensemble (Refer to Dept #3171),D
3255,Her Campus at UCLA,A
3256,IGNITE at UCLA,A
3257,WePrep,A
3258,Young Americans for Freedom at UCLA,A
3259,Young Leaders 21,A
3260,"Fiat Lux: UCLA Journal of Christian Thought,",A
3261,Chinese Student Ballroom Dance Team (CSBDT),A
3262,Congo Basin Institute Club,A
3263,Farmers' Market,A
3264,Algorithmic Trading @ UCLA,A
3265,Psypher,A
3266,NetSec,A
3267,Beracah Music Festival @ UCLA,A
3268,Artists Without Borders (AWB),A
3269,Sister Complex,A
3270,Eagle and the Condor Liberation Front (ECLF),A
3271,Honors Fellows at UCLA,A
3272,Good Clothes Good People,A
3273,Afro Latinx Connection,A
3274,Bhasha: Indian Language Club,A
3275,Billiards Club at UCLA,A
3276,Bruin Animal Rescue Coalition (BARC),A
3277,Bruin Sports Analytics,A
3278,DevX,A
3279,likeLion at UCLA,A
3280,Muoi (Salt),A
3281,Peaks & Professors at UCLA,A
3282,Students Organize for Syria at UCLA,A
3283,Sunshine,A
3284,Food Drive Initiative,A
3285,Food Recovery Network,A
3286,Bruin Beans Health Club,A
3287,Medical Aid Initiative,A
3288,Unravel at UCLA,A
3289,Unica de UCLA,A
3290,Acoustic Guitar Club,A
3291,Intervarsity Bruin Christian Fellowship (IBCF),A
3292,Bruin Gaming (BG),A
3293,Themed Entertainment Association at UCLA (TEA),A
3294,Bruins for Recovery,A
3295,Agape Christian Fellowship,A
3296,Bruin Beekeepers at UCLA,A
3297,Bruin SynaptoGenesis,A
3298,Bruins for Accessible Resources,A
3299,Cannaclub at UCLA,A
3300,Drug Outreach & Education Program,A
3301,Enriching Community Health Outreach (ECHO),A
3302,Genetic Counseling Student Interest Group,A
3303,Life Sciences Student Association,A
3304,Medicine and Art,A
3305,Bruin Hyperloop,A
3306,VSU Modern,A
3307,Wazo Connect,A
3308,Community College Field Biology Alliance (CCFBioA),A
3309,Infinite Finance,A
3310,"Diabetes, Education & Prevention Project (DEPP) @ UCLA",A
3311,Excursions,A
3312,ACM Teach LA,A
3313,Women's Collective,A
3314,Mobile Eye Clinic- Student Leadeship Club,A
3315,Bruin Vision Project (BVP),A
3316,Immersive Dance Experience (Previously Heat Dance),A
3317,Global Development Lab at UCLA,A
3318,exploretech.la,A
3319,Clinical Neurogenomics Students (CNS),A
3320,Bruins Supporting Veterans at UCLA,A
3321,Consult Your Community at UCLA,A
3322,First-Gen Connection,A
3323,ICHI Volunteer Association,A
3324,Fashion Social Club,A
3325,Curls U at UCLA,A
3326,Latinx Pre-Law Association,A
3327,Creative Masterminds (CMMND),A
3328,Bruin Blood Initiative,A
3329,Golden State Solar Car Team,A
3330,IEEE - WIE,A
3331,SKY at UCLA,A
3332,Bruin Hedge Fund (BHF),A
3333,SLAM uniVerse @ UCLA,A
3334,International Urban Sustainability Student Corps (IUSSC),A
3335,Speak Out for Surgery,A
3336,Artreach at UCLA,A
3337,American Institute of Graphic Arts (AIGA),A
3338,International Youth & Students for Social Equality (IYSSE),A
3339,Los Angeles Ocean Coalition (LAOC),A
3340,Share a Meal by Khalsa Peace Corps (KPC),A
3341,Asian Pacific Hepatitis Outreach (APHO),A
3342,The Literate Earth Project (LEP),A
3343,Alpha Chi Sigma Beta Gamma Chapter (AXS),A
3344,Crafting for Cancer (CfC),A
3345,Pre-Law Transfer Society,A
3346,Asian Pacifi Islander Nursing Students & Alumni Assn APINSAA,A
3347,DataRes at UCLA,A
3348,Assn of First Generation Undergraduates (AFGU),A
3349,Baja SAE,A
3350,Luskin Undergraduate Student Association (LUSA),A
3351,HIV Counseling and Testing Coalition,A
3352,Arab-Interest Women's Association (AIWA),A
3353,Mental Health Protection Club (MHP),A
3354,Voto Latino,A
3355,Leadership and Education for All Foundation (LEAF),A
3356,Diversity and Inclusion in Product and Data,A
3357,Womxn's Leadership Conference,A
4001,Central Office,A
4005,UCSA Contribution,A
4006,Calpirg-GSA,A
4007,Graduate Student Writing Center,A
4101,Biological Sciences,A
4102,Education,A
4103,Engineering,A
4104,Arts & Architecture,A
4105,Health Professionals,A
4106,Humanities,A
4107,Law,A
4108,Management,A
4109,Math and Physical Sciences,A
4111,Social Sciences,A
4112,Public Health,A
4113,Associated Student Body of Dentistry,A
4114,Nursing,A
4115,Medicine,A
4201,Melnitz Movies,A
4601,Sustainable Resource Center,A
5200,Disability Caucus,A
5201,Early Child Development & Ed. Network,A
5202,ARTiFACTS,A
5203,Social Welfare Gerontology Caucus,A
5204,SEEDS-Supportive Encounters with Emmancipation Demands,A
5205,Environmental Analysis & Policy Group,A
5206,"Center for Language, Interaction & Culture (CLIC) GSA",A
5207,Psychology GSA (PGSA),A
5208,Graduate Student Linguistics Organization (GSLO),A
5209,Project Brainstorm GSA,A
5210,Voice of Anatolia,A
5211,Family Medicine Interest Group,A
5212,Asian Pacific Islander Law Student Association (APILSA),A
5213,Student Professionalism & Ethics Club (SP&EC),A
5214,Women of Color Collective of UCLA School of Law,A
5215,Transportation Planners,A
5216,LAdino,A
5217,American Association of Women Dentists (AAWD),A
5218,Industrial Hygiene Student Association (IHSA),A
5219,Minorities and Philosophy at UCLA (MAP),A
5220,Periodontal Study Club (PSC),A
5221,WTS Student Chapter @ UCLA,A
5222,Youth Empowerment and Support (YES),A
5223,Persian Dental Student Association (PDSA),A
5224,Architecture & Urban Design Student Jrnl & Culture Comm,A
5225,Feminist Theory Reading Group (FTRG),A
5226,Masters of Social Welfare Student Alliance (MSW),A
5227,Science Policy Group @ UCLA (SPG),A
5228,Mental Health Caucus @ UCLA,A
5229,Internat'l/Transnat'l Dialogue Group,A
5301,SFAC Programs,A
5302,Chinese Students & Scholars Assn (refer to dept code 5315),D
5303,French Graduate Student Conference,A
5304,Society for Indo-European Studies,A
5305,Art History Grad Student Symposium Committee,A
5306,Black Graduate Students Assn. (BGSA),A
5307,Lambda Graduate Student Network,A
5308,Armenian Graduate Students Association,A
5309,English Medieval Symposium,A
5310,Special Libraries Association (AGSA),A
5311,Student Assn for Latin American Studies (SALAS),A
5312,Musicology Graduate Students Society,A
5313,Graduate Indian Student Association (GISA),A
5314,Biomedical Engineering Society (Refer to 2775),D
5315,Chinese Students and Scholars Assn (CSSA) at UCLA,A
5316,Graduate Women in Science,A
5317,Ethnography Student Working Group,A
5318,International Law Society,A
5319,Black Law Students Association,A
5320,"Race, Ethnicity, and Immigration Working Group",A
5321,Special Libraries Association,D
5322,PAGaSA-Pilipino American Graduate Student Association,A
5323,Animation Student Organization,A
5324,"Producers Association, UCLA",A
5325,Beta Assn. for the Research of Biosemiotics and Interaction,A
5326,American Library Association,A
5327,Urban Planning Student Association,A
5328,Asian Pacific Islander Caucus,A
5329,SPICMACAY - Society for the Promotion of Indian Classical Mu,A
5330,Indo-European Studies Student Alliance (IESSA),A
5331,New Wight Biennial Committee,A
5332,Korean Dental Student Association,A
5333,Coloquiom Samovar,A
5334,SCALAR,D
5335,"Filmmakers Association, UCLA",A
5336,Celtic Colloquium,A
5337,Medieval Colloquium,A
5338,Business Law Association,A
5339,Drew-UCLA Medical Student Association,A
5340,"Animal Law Society, UCLA",A
5341,Spanish & Portuguese Graduate Student Conference,A
5342,World Arts & Cultures Graduate Student Org. (WACGSO),A
5343,Critical Studies in Architectural Culture,A
5344,Graduate Economics Association,A
5345,Asian American Studies Graduate Student Association,A
5346,"Graduate Screenwriters Association, UCLA",A
5347,"Chicano-Latino Film and Television Association, UCLA",A
5348,So. Ca. Assn for Language Assessment Researchers (SCALAR),A
5349,Women in Transportation,A
5350,Art History Graduate Student Association,A
5351,"Trial Lawyers Association, UCLA",A
5352,Earth Planetary & Space Science Student Organization (EPSS),A
5353,Social Welfare Latinx Caucus,A
5354,English Graduate Union,A
5355,Brazilian At Large Working Group,A
5356,Graduate Linquistics,A
5357,ASIST - American Society for Info. Sciences & Technology,A
5358,African American Studies Association,A
5359,"Immigration Law Society, UCLA",A
5360,Hungarian Club,A
5361,Association of Moving Image Archivists Student Chapter,A
5362,Spencer Fellows Immigration Conf.,A
5363,Reproductive Health Interest Group (RHIG),A
5364,German Club,A
5365,Colloquium for Oral and Popular Tradition Studies,A
5366,Raza Graduate Students Association (RGSA),A
5367,Slavic Graduate Students Association,A
5368,Alliance of Scholars Concerned about Korea,A
5369,STEM-PLEDGE,A
5370,Sociology of Family Working Group,A
5371,American Indian Graduate Students Association,A
5372,Scandinavian Colloquium,A
5373,Graduate Student Association of Archaeology,A
5374,Association of Masters of Public Policy Students,A
5375,Graduate Students of Color,A
5376,"Democratic Law Students Association, UCLA",A
5377,Graduate Student Association for Education,A
5378,Library & Archive OUTreach,A
5379,So. Ca. Eighteenth Century Group,A
5380,Metis: UCLAssics Graduate Group,A
5381,Paulo Freire Institute,A
5382,Critical Studies Grad Students Association (GSA),A
5383,Sustainable Urban Network,A
5384,"Student Governing Brd, Dept. of Info. Studies",A
5385,Egyptian Student Assn.,A
5386,Italian Club @ UCLA,A
5387,Asian Grad. Connections,A
5388,Student Nat'l Medical Assn.,A
5389,New Playwrights,A
5390,YALSA (Young Adult Library Srvc Assn) @ UCLA,A
5391,La RAZA Law Students Assn.,A
5392,Critical Race Studies Journal,A
5393,African Activisits Assn.,A
5394,Internat'l Grad Student Assn. (Use Dept code 5596),D
5395,CRANK,A
5396,Grad Students for Collaboration of Performing Arts,A
5397,Native American Law Students Assn.,A
5398,Grad. Student Cinematography Assn.,A
5399,Students for Meaningful Media,A
5400,Cinema & Media Studies Grad. Assn.,A
5401,Musical Diaspora GSA,A
5402,Chi Epsilon Pi (XEP),A
5403,Comparative Literature Graduate Student Organization (CLGSO),A
5404,Information Studies Doctoral Colloquium,A
5405,Graduate Student Nursing Assn (GSNA),A
5406,Graduate Christian Fellowship (GCF),A
5407,Life Christian Fellowship Graduate,A
5408,The Veritas Forum at UCLA,A
5409,Christian Dental Fellowship,A
5410,International Health Interest Group (IHIG),A
5411,Spanish & Portuguese Graduate Student Assn (SpanPort),A
5412,Muslim Law Students Association (MLSA),A
5413,Graduate Coalition of the Native Pacific (GCNP),A
5414,Iranian Grad Students Assn in Social Sciences & Humanities,A
5415,International Human Rights Law Association,A
5416,Asian Linguistics Graduate Student Assn of UCLA,A
5417,Italian Graduate Student Conference Committee @ UCLA,A
